0;0;0;53.6328;10.0065;53.6328;10.0065
0;121;125;53.6328;10.0065;53.6324;10.0065
0;125;149;53.6324;10.0065;53.6306;10.0067
0;149;154;53.6306;10.0067;53.6302;10.0069
0;154;155;53.6302;10.0069;53.6302;10.007
0;155;156;53.6302;10.007;53.6301;10.0072
0;156;158;53.6301;10.0072;53.63;10.0074
0;158;174;53.63;10.0074;53.6292;10.0084
0;174;182;53.6292;10.0084;53.6287;10.0083
0;182;199;53.6287;10.0083;53.6276;10.0082
0;199;200;53.6276;10.0082;53.6275;10.0082
0;200;203;53.6275;10.0082;53.6273;10.0082
0;203;228;53.6273;10.0082;53.6255;10.0089
0;228;233;53.6255;10.0089;53.6251;10.0092
0;233;237;53.6251;10.0092;53.6246;10.0096
0;237;241;53.6246;10.0096;53.6241;10.01
0;241;243;53.6241;10.01;53.6238;10.0104
0;243;244;53.6238;10.0104;53.6239;10.0106
0;244;248;53.6239;10.0106;53.6236;10.0113
0;248;249;53.6236;10.0113;53.6236;10.0114
0;249;250;53.6236;10.0114;53.6236;10.0116
0;250;251;53.6236;10.0116;53.6239;10.0116
0;251;254;53.6239;10.0116;53.6243;10.0118
0;254;271;53.6243;10.0118;53.6264;10.0126
0;271;275;53.6264;10.0126;53.627;10.0128
0;275;277;53.627;10.0128;53.6273;10.013
0;277;278;53.6273;10.013;53.6274;10.013
0;278;280;53.6274;10.013;53.6277;10.0132
0;280;291;53.6277;10.0132;53.6291;10.0138
0;291;300;53.6291;10.0138;53.6303;10.0142
0;300;301;53.6303;10.0142;53.6305;10.0143
0;301;302;53.6305;10.0143;53.6306;10.0144
0;302;304;53.6306;10.0144;53.631;10.0146
0;304;307;53.631;10.0146;53.6315;10.0148
0;307;308;53.6315;10.0148;53.6315;10.0148
0;308;319;53.6315;10.0148;53.6329;10.0154
0;329;339;53.6329;10.0154;53.6342;10.016
0;339;340;53.6342;10.016;53.6344;10.016
0;340;341;53.6344;10.016;53.6346;10.0161
0;341;342;53.6346;10.0161;53.6345;10.0164
0;342;343;53.6345;10.0164;53.6345;10.0167
0;343;344;53.6345;10.0167;53.6344;10.0171
0;344;345;53.6344;10.0171;53.6344;10.0171
0;345;355;53.6344;10.0171;53.6333;10.0188
0;355;362;53.6333;10.0188;53.6324;10.0195
0;362;364;53.6324;10.0195;53.6322;10.0196
0;364;373;53.6322;10.0196;53.6312;10.0207
0;373;374;53.6312;10.0207;53.631;10.0209
0;374;386;53.631;10.0209;53.6298;10.0224
0;386;391;53.6298;10.0224;53.6292;10.0231
0;391;398;53.6292;10.0231;53.6285;10.024
0;398;399;53.6285;10.024;53.6284;10.0242
0;399;400;53.6284;10.0242;53.6283;10.0243
0;400;401;53.6283;10.0243;53.6281;10.0245
0;401;402;53.6281;10.0245;53.628;10.0246
0;402;404;53.628;10.0246;53.6278;10.0249
0;404;405;53.6278;10.0249;53.6277;10.0249
0;405;407;53.6277;10.0249;53.6273;10.0249
0;407;411;53.6273;10.0249;53.6268;10.0253
0;411;412;53.6268;10.0253;53.6268;10.0254
0;412;415;53.6268;10.0254;53.6264;10.0254
0;415;417;53.6264;10.0254;53.6262;10.0257
0;417;418;53.6262;10.0257;53.6262;10.0261
0;418;420;53.6262;10.0261;53.6262;10.0266
0;420;421;53.6262;10.0266;53.6262;10.0267
0;421;427;53.6262;10.0267;53.626;10.028
0;427;429;53.626;10.028;53.626;10.0286
0;429;431;53.626;10.0286;53.6261;10.0291
0;431;435;53.6261;10.0291;53.626;10.0302
0;445;446;53.626;10.0302;53.626;10.0303
0;446;450;53.626;10.0303;53.6258;10.0311
0;450;451;53.6258;10.0311;53.6257;10.0314
0;451;456;53.6257;10.0314;53.6251;10.0321
0;456;460;53.6251;10.0321;53.6245;10.0322
0;460;461;53.6245;10.0322;53.6245;10.0322
0;461;465;53.6245;10.0322;53.6239;10.0323
0;465;467;53.6239;10.0323;53.6236;10.032
0;467;468;53.6236;10.032;53.6234;10.0318
0;468;471;53.6234;10.0318;53.623;10.0315
0;471;475;53.623;10.0315;53.6225;10.0313
0;475;483;53.6225;10.0313;53.6226;10.0294
0;483;484;53.6226;10.0294;53.6226;10.0291
0;484;485;53.6226;10.0291;53.6227;10.0287
0;485;487;53.6227;10.0287;53.6227;10.0281
0;487;488;53.6227;10.0281;53.6227;10.0279
0;488;490;53.6227;10.0279;53.6227;10.0273
0;490;495;53.6227;10.0273;53.6228;10.0261
0;495;498;53.6228;10.0261;53.6224;10.026
0;498;501;53.6224;10.026;53.622;10.026
0;501;508;53.622;10.026;53.6211;10.0254
0;508;510;53.6211;10.0254;53.6208;10.025
0;510;512;53.6208;10.025;53.6206;10.0247
0;512;514;53.6206;10.0247;53.6204;10.0244
0;514;517;53.6204;10.0244;53.6201;10.024
0;517;519;53.6201;10.024;53.6198;10.0236
0;519;521;53.6198;10.0236;53.6196;10.0233
0;521;526;53.6196;10.0233;53.6191;10.0224
0;526;527;53.6191;10.0224;53.6189;10.0221
0;527;533;53.6189;10.0221;53.6185;10.0209
0;533;541;53.6185;10.0209;53.6181;10.0194
